PRIMER NOMBRE;SEGUNDO NOMBRE;APELLIDO PATERNO;APELLIDO MATERNO;TIPO IDENTIFICACION;CEDULA/PASAPORTE;RUC;TELEFONO;CELULAR;CORREO;DESCRIPCION DE SOCIO;TIPO DE SOCIO;SUCURSAL REGISTRO;FECHA NACIMIENTO;GENERO;DISCAPACIDAD;ESTADO CIVIL;Nro CARGAS FAMILIARES;DOMICILIO CALLE PRINCIPAL;DOMICILIO CALLE SECUNDARIA;DOMICILIO Nro Vivienda;DOMICILIO PROVINCIA;DOMICILIO CANTON;DOMICILIO PARROQUIA;DOMICILIO BARRIO;DOMICILIO REFERENCIA;ACTIVIDAD ECONOMICA;NEGOCIO CALLE PRINCIPAL;NEGOCIO CALLE SECUNDARIA;NEGOCIO Nro Vivienda;NEGOCIO PROVINCIA;NEGOCIO CANTON;NEGOCIO PARROQUIA;NEGOCIO BARRIO;NEGOCIO REFERENCIA
Dennis;Terry;Carr;Marshall;C;1004002000;;9-(484)747-5850;7-(203)114-2208;tmarshallmo@technorati.com;;CLIENTE;Urcuqui;20/12/2013;F;NO;VIUDO;3;Spohn;4th;45637;Philippines;France;France;France;;Panadero;Clarendon;Thackeray;82556;France;France;France;France;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Wayne;Amanda;Watkins;Ellis;C;1004002000;;6-(682)703-8984;2-(903)698-1616;aellismp@time.com;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";CLIENTE;El Angel;26/08/2014;F;NO;VIUDO;;Kropf;High Crossing;740;Ukraine;Poland;Poland;Poland;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.;Mecánico;Merrick;Holy Cross;842;Poland;Poland;Poland;Poland;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Bruce;Eugene;Thompson;Mason;C;1002003000;;4-(328)128-5465;7-(945)127-4048;;;CLIENTE;El Angel;04/11/2014;F;NO;CASADO;1;Sloan;Bunker Hill;13681;;Sweden;Sweden;Sweden;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;Escultor;Rusk;Mendota;455;Sweden;Sweden;Sweden;Sweden;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Marilyn;Lois;Morales;Stanley;C;1002003000;;0-(541)671-7304;5-(369)577-9329;;;GARANTE;El Angel;26/05/2014;F;NO;VIUDO;;Utah;Hauk;28;China;Croatia;Croatia;Croatia;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Digitado;Gale;Farwell;4565;Croatia;Croatia;Croatia;Croatia;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Joan;Alan;Ramos;Nelson;C;1002003000;;4-(342)753-3585;0-(491)862-5631;;;CLIENTE;Urcuqui;05/04/2014;M;SI;CASADO;;American Ash;Meadow Vale;;Thailand;Sweden;Sweden;Sweden;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.;Heladero;;Wayridge;3946;Sweden;Sweden;Sweden;Sweden;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.
Jessica;Adam;Austin;Hall;C;1002003000;;8-(184)943-2904;4-(773)608-2075;ahallmt@qq.com;"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.";CLIENTE;Pimampiro;23/10/2014;F;NO;CASADO;;Oakridge;Arkansas;420;Monaco;Panama;Panama;Panama;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.;Digitado;Rusk;Northridge;474;Panama;Panama;Panama;Panama;Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Angela;Louise;Reid;Frazier;C;1002003000;;0-(539)621-3539;4-(470)863-1683;;;CLIENTE;Pimampiro;18/06/2014;F;SI;CASADO;3;Ridge Oak;Canary;64;Guatemala;Russia;Russia;Russia;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.;Artesano;Bonner;Eastlawn;456;Russia;Russia;Russia;Russia;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Maria;Donna;Perkins;Moreno;C;1004002000;;1-(344)191-0878;6-(190)507-2402;;;CLIENTE;Pimampiro;23/06/2014;M;NO;CASADO;0;Pennsylvania;Jana;321;Sweden;Philippines;Philippines;Philippines;Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.;Carnicero;Schmedeman;Donald;45375;Philippines;Philippines;Philippines;Philippines;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Katherine;Robert;Lawson;Grant;C;1004002000;;6-(585)722-8598;8-(529)152-2368;rgrantmw@springer.com;"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.";CLIENTE;El Angel;25/02/2014;F;SI;CASADO;1;Stephen;Grim;77;Indonesia;China;China;China;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.;Mecánico;Autumn Leaf;Corscot;6855;China;China;China;China;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Willie;Jacqueline;Ray;Elliott;C;1002003000;;9-(682)245-8152;2-(068)538-9951;jelliottmx@newsvine.com;;CLIENTE;Mira;09/09/2014;M;NO;CASADO;3;Crowley;Elmside;441;Poland;Mexico;Mexico;Mexico;;Artesano;Dottie;Del Mar;4205;Mexico;Mexico;;Mexico;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Chris;Denise;Carroll;Mendoza;C;1004002000;;8-(405)156-0771;9-(858)243-8475;;"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";GARANTE;Mira;22/08/2014;M;NO;CASADO;1;Charing Cross;Anderson;681;China;Portugal;Portugal;Portugal;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.;Panadero;Meadow Vale;Bunker Hill;443;Portugal;Portugal;Portugal;Portugal;Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.
Brandon;Jessica;Alexander;Holmes;C;1002003000;;8-(442)796-4621;0-(656)605-5687;;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.;CLIENTE;Urcuqui;21/05/2014;M;NO;VIUDO;1;Colorado;;75;Indonesia;Indonesia;Indonesia;Indonesia;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Artesano;Boyd;Sherman;4123;Indonesia;Indonesia;Indonesia;Indonesia;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Juan;John;Hughes;Sanchez;C;1004002000;;1-(424)567-7592;4-(523)400-0107;;;CLIENTE;Mira;10/03/2014;F;NO;VIUDO;;Riverside;Vera;2894;Indonesia;Serbia;Serbia;Serbia;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.;Carnicero;Green;;1980;Serbia;Serbia;Serbia;Serbia;
Beverly;Kathy;Howard;Mitchell;C;1002003000;;9-(772)125-7200;5-(212)738-7669;kmitchelln1@examiner.com;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;CLIENTE;Urcuqui;14/12/2013;F;NO;CASADO;4;Brown;Atwood;1;Brazil;Indonesia;Indonesia;Indonesia;;Tendero;Derek;Milwaukee;8;Indonesia;Indonesia;Indonesia;Indonesia;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Douglas;Jack;Gibson;Price;C;1002003000;;0-(162)841-5250;9-(100)472-3322;jpricen2@myspace.com;;CLIENTE;Mira;12/06/2014;M;NO;VIUDO;1;Basil;Corry;1;Indonesia;Japan;Japan;Japan;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.;Escultor;Waubesa;Buell;21;Japan;Japan;Japan;Japan;Fusce consequat. Nulla nisl. Nunc nisl.
Lisa;Laura;Watkins;Hunter;C;1004002000;;7-(344)272-2305;5-(072)580-3262;lhuntern3@techcrunch.com;;CLIENTE;El Angel;24/05/2014;F;NO;SOLTERO;;Daystar;Debs;294;Russia;Russia;Russia;Russia;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;Digitado;Di Loreto;Gerald;94;Russia;Russia;Russia;Russia;Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Joan;Jose;Kelley;Olson;C;1002003000;;9-(361)192-3009;1-(574)745-9805;jolsonn4@uiuc.edu;;GARANTE;Urcuqui;26/10/2014;F;NO;VIUDO;1;Kingsford;Meadow Valley;754;Indonesia;Philippines;Philippines;Philippines;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;Comerciante;Arizona;Thierer;1;Philippines;Philippines;Philippines;Philippines;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Sara;Donna;Armstrong;Jordan;C;1002003000;;2-(266)215-2650;3-(023)774-4213;;"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";CLIENTE;Urcuqui;06/12/2013;M;NO;SOLTERO;0;Larry;Hanover;2;China;Guatemala;;Guatemala;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";Carnicero;Fair Oaks;Hooker;759;Guatemala;Guatemala;Guatemala;Guatemala;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Rose;Christopher;Ray;James;C;1004002000;;4-(127)487-1578;8-(112)649-7031;cjamesn6@zimbio.com;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;CLIENTE;Pimampiro;;M;SI;SOLTERO;;Upham;Rigney;9;Nepal;Botswana;Botswana;Botswana;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.;Costurero;Lawn;Butterfield;0;Botswana;Botswana;Botswana;Botswana;Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Tina;Clarence;Owens;Perkins;C;1004002000;;9-(430)625-4173;7-(117)058-6947;;;CLIENTE;Pimampiro;12/01/2014;M;NO;CASADO;;Barnett;Mayer;468;Mongolia;Portugal;Portugal;Portugal;Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.;Escultor;Dayton;Ramsey;8;Portugal;Portugal;Portugal;Portugal;Sed ante. Vivamus tortor. Duis mattis egestas metus.
Tina;Kathryn;Turner;Willis;C;1002003000;;1-(602)697-9590;1-(904)981-7774;;"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";CLIENTE;El Angel;27/07/2014;M;NO;VIUDO;1;Gulseth;Colorado;5;China;China;China;China;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Digitado;Hoard;Michigan;81;China;China;China;China;Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Doris;Donald;Hawkins;Kim;C;1002003000;;3-(388)494-7703;0-(822)464-6364;;;GARANTE;Urcuqui;01/02/2014;F;SI;SOLTERO;4;Milwaukee;Clove;911;Poland;Russia;Russia;Russia;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";Lechero;Granby;Victoria;267;Russia;Russia;Russia;Russia;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.
Martha;Kimberly;Hunter;Greene;C;1004002000;;2-(816)688-3175;7-(776)272-5314;;"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.";CLIENTE;Pimampiro;21/05/2014;M;SI;CASADO;1;Rigney;Hauk;3367;China;Russia;Russia;Russia;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;Costurero;Maywood;Birchwood;7698;Russia;Russia;Russia;Russia;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Amy;Earl;Wilson;;C;1004002000;;7-(554)017-2512;8-(677)532-3346;ediaznb@ehow.com;;CLIENTE;Mira;29/04/2014;M;NO;SOLTERO;2;Fieldstone;Graedel;85;United States;China;China;China;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.;Comerciante;Lakewood;Towne;;China;;China;China;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Brenda;Dennis;Gonzalez;Fernandez;C;1002003000;;6-(395)486-2565;5-(084)645-3660;dfernandeznc@howstuffworks.com;Sed ante. Vivamus tortor. Duis mattis egestas metus.;CLIENTE;El Angel;29/10/2014;M;;SOLTERO;;Hintze;East;228;Russia;China;China;China;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Tendero;Waubesa;Eagan;35;China;China;China;China;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
Ruth;Janice;Berry;Thomas;C;1004002000;;9-(472)464-0587;1-(770)381-4454;;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;CLIENTE;Mira;30/07/2014;M;NO;CASADO;0;Butternut;Waxwing;99252;Indonesia;Czech Republic;Czech Republic;Czech Republic;Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.;Lechero;8th;Rusk;12206;Czech Republic;Czech Republic;Czech Republic;Czech Republic;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Larry;Patricia;Weaver;Burton;C;1002003000;;7-(084)500-4169;4-(198)368-0067;pburtonne@e-recht24.de;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";CLIENTE;Mira;18/08/2014;F;NO;SOLTERO;1;Luster;Alpine;59668;China;Russia;Russia;Russia;;Panadero;Blue Bill Park;Burrows;63;Russia;Russia;Russia;Russia;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
Karen;Tammy;Ortiz;Gilbert;C;1004002000;;5-(237)001-7380;5-(391)029-1473;tgilbertnf@mysql.com;"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.";CLIENTE;Mira;06/02/2014;F;NO;DIVORCIADO;;Mendota;Green Ridge;9;China;United States;United States;United States;Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.;Escultor;Amoth;Northview;94481;United States;United States;United States;United States;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Judith;Laura;Hunt;Thompson;C;1004002000;;3-(104)496-4680;6-(235)014-8800;lthompsonng@google.pl;"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.";CLIENTE;Pimampiro;26/04/2014;F;NO;SOLTERO;1;Bayside;Ilene;5;China;Indonesia;Indonesia;Indonesia;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;Digitado;Hintze;Northwestern;8;Indonesia;Indonesia;Indonesia;Indonesia;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Louise;Laura;Peters;Castillo;C;1002003000;;6-(638)061-0590;2-(609)358-9820;;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";CLIENTE;El Angel;02/04/2014;M;NO;SOLTERO;0;Di Loreto;Dovetail;96983;Japan;Albania;Albania;Albania;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.;Escultor;Burrows;Green;12840;Albania;Albania;Albania;Albania;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Martin;Brian;Brooks;Freeman;P;1002003000;;1-(783)010-3038;2-(510)608-3174;;;CLIENTE;El Angel;08/11/2014;M;NO;CASADO;3;Oakridge;Forest Dale;342;Costa Rica;;Portugal;Portugal;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;Comerciante;Stang;Bunker Hill;20;Portugal;Portugal;Portugal;Portugal;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
Brandon;David;Bennett;Russell;C;1004002000;;1-(450)712-4555;3-(744)950-3750;drussellnj@answers.com;;CLIENTE;El Angel;12/04/2014;M;NO;SOLTERO;;Veith;Grasskamp;10;Japan;Poland;Poland;Poland;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.;Escultor;Roxbury;Schiller;8;Poland;Poland;Poland;Poland;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Nicholas;Clarence;Richardson;Lewis;C;1004002000;;1-(670)389-7534;;;"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.";CLIENTE;Mira;04/09/2014;M;SI;CASADO;2;Debs;Merry;2494;China;Ukraine;Ukraine;Ukraine;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;Panadero;Maple;;5;Ukraine;Ukraine;Ukraine;;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Ruth;Anna;Allen;Little;C;1004002000;;9-(639)863-9053;4-(298)701-9130;;;CLIENTE;Pimampiro;05/11/2014;M;NO;SOLTERO;;Westridge;Colorado;4;Indonesia;China;China;China;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.;Digitado;;;1;China;China;China;;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Bruce;Sara;Stephens;Evans;P;1004002000;;7-(403)946-0487;4-(595)093-5294;sevansnm@msu.edu;;CLIENTE;Pimampiro;;F;NO;CASADO;1;Packers;Leroy;72872;Uganda;Poland;Poland;Poland;Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.;Mecánico;La Follette;Ronald Regan;5;Poland;Poland;Poland;Poland;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Kevin;Kathleen;Nguyen;Brooks;C;1002003000;;7-(406)078-0513;0-(156)090-9224;;;CLIENTE;Urcuqui;26/09/2014;M;SI;;;Hanover;Dovetail;22310;Tanzania;China;China;;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";Artesano;Basil;Lawn;41328;China;China;China;China;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
